"id","species_authority","canonical_sciname","image","notes","authority_year","parens_auth_genus","internal_id","major_type","genus","taxon_author","parens_auth_species","genus_authority","deprecated_scientific","subspecies","simple_linnean_group","linnean_order","source","species","taxon_credit","taxon_credit_date","common_name","major_subtype","linnean_family","simple_linnean_subgroup"
"4353","","Ctenomys magellanicus","","","","0","5812","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","magellanicus","","","","euarchontoglires","ctenomyidae","rodents"
"4354","","Ctenomys maulinus","","","","0","5813","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","maulinus","","","","euarchontoglires","ctenomyidae","rodents"
"4355","","Ctenomys mendocinus","","","","0","5814","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","mendocinus","","","","euarchontoglires","ctenomyidae","rodents"
"4356","","Ctenomys minutus","","","","0","5815","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","minutus","","","","euarchontoglires","ctenomyidae","rodents"
"4357","","Ctenomys occultus","","","","0","5817","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","occultus","","","","euarchontoglires","ctenomyidae","rodents"
"4358","","Ctenomys opimus","","","","0","5818","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","opimus","","","","euarchontoglires","ctenomyidae","rodents"
"4359","","Ctenomys osvaldoreigi","","","","0","136390","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","osvaldoreigi","","","","euarchontoglires","ctenomyidae","rodents"
"4360","","Ctenomys pearsoni","","","","0","5819","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","pearsoni","","","","euarchontoglires","ctenomyidae","rodents"
"4361","","Ctenomys perrensi","","","","0","5820","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","perrensi","","","","euarchontoglires","ctenomyidae","rodents"
"4362","","Ctenomys peruanus","","","","0","5821","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","peruanus","","","","euarchontoglires","ctenomyidae","rodents"
"4363","","Ctenomys pilarensis","","","","0","136289","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","pilarensis","","","","euarchontoglires","ctenomyidae","rodents"
"4364","","Ctenomys pontifex","","","","0","5822","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","pontifex","","","","euarchontoglires","ctenomyidae","rodents"
"4365","","Ctenomys porteousi","","","","0","5823","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","porteousi","","","","euarchontoglires","ctenomyidae","rodents"
"4366","","Ctenomys pundti","","","","0","136370","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","pundti","","","","euarchontoglires","ctenomyidae","rodents"
"4367","","Ctenomys rionegrensis","","","","0","136635","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","rionegrensis","","","","euarchontoglires","ctenomyidae","rodents"
"4368","","Ctenomys roigi","","","","0","136633","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","roigi","","","","euarchontoglires","ctenomyidae","rodents"
"4369","","Ctenomys saltarius","","","","0","5824","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","saltarius","","","","euarchontoglires","ctenomyidae","rodents"
"4370","","Ctenomys scagliai","","","","0","136568","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","scagliai","","","","euarchontoglires","ctenomyidae","rodents"
"4371","","Ctenomys sericeus","","","","0","5825","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","sericeus","","","","euarchontoglires","ctenomyidae","rodents"
"4372","","Ctenomys sociabilis","","","","0","5826","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","sociabilis","","","","euarchontoglires","ctenomyidae","rodents"
"4373","","Ctenomys steinbachi","","","","0","5827","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","steinbachi","","","","euarchontoglires","ctenomyidae","rodents"
"4374","","Ctenomys sylvanus","","","","0","136595","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","sylvanus","","","","euarchontoglires","ctenomyidae","rodents"
"4375","","Ctenomys talarum","","","","0","5828","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","talarum","","","","euarchontoglires","ctenomyidae","rodents"
"4376","","Ctenomys torquatus","","","","0","5829","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","torquatus","","","","euarchontoglires","ctenomyidae","rodents"
"4377","","Ctenomys tuconax","","","","0","5830","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","tuconax","","","","euarchontoglires","ctenomyidae","rodents"
"4378","","Ctenomys tucumanus","","","","0","5831","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","tucumanus","","","","euarchontoglires","ctenomyidae","rodents"
"4379","","Ctenomys tulduco","","","","0","136826","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","tulduco","","","","euarchontoglires","ctenomyidae","rodents"
"4380","","Ctenomys validus","","","","0","5832","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","validus","","","","euarchontoglires","ctenomyidae","rodents"
"4381","","Ctenomys viperinus","","","","0","136758","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","viperinus","","","","euarchontoglires","ctenomyidae","rodents"
"4382","","Ctenomys yatesi","","","","0","100000085","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","newsp","yatesi","","","","euarchontoglires","ctenomyidae","rodents"
"4383","","Ctenomys yolandae","","","","0","136681","boreoeutheria","ctenomys","","0","","","","eutheria","rodentia","iucn","yolandae","","","","euarchontoglires","ctenomyidae","rodents"
"4384","","Cuniculus paca","","","","0","699","boreoeutheria","cuniculus","","0","","","","eutheria","rodentia","iucn","paca","","","","euarchontoglires","cuniculidae","rodents"
"4385","","Cuniculus taczanowskii","","","","0","700","boreoeutheria","cuniculus","","0","","","","eutheria","rodentia","iucn","taczanowskii","","","","euarchontoglires","cuniculidae","rodents"
"4386","","Dasyprocta azarae","","","","0","6278","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","azarae","","","","euarchontoglires","dasyproctidae","rodents"
"4387","","Dasyprocta coibae","","","","0","6279","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","coibae","","","","euarchontoglires","dasyproctidae","rodents"
"4388","","Dasyprocta cristata","","","","0","6280","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","cristata","","","","euarchontoglires","dasyproctidae","rodents"
"4389","","Dasyprocta fuliginosa","","","","0","6281","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","fuliginosa","","","","euarchontoglires","dasyproctidae","rodents"
"4390","","Dasyprocta guamara","","","","0","6282","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","guamara","","","","euarchontoglires","dasyproctidae","rodents"
"4391","","Dasyprocta kalinowskii","","","","0","6283","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","kalinowskii","","","","euarchontoglires","dasyproctidae","rodents"
"4392","","Dasyprocta leporina","","","","0","6284","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","leporina","","","","euarchontoglires","dasyproctidae","rodents"
"4393","","Dasyprocta mexicana","","","","0","6285","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","mexicana","","","","euarchontoglires","dasyproctidae","rodents"
"4394","","Dasyprocta prymnolopha","","","","0","6286","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","prymnolopha","","","","euarchontoglires","dasyproctidae","rodents"
"4395","","Dasyprocta punctata","","","","0","6277","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","punctata","","","","euarchontoglires","dasyproctidae","rodents"
"4396","","Dasyprocta ruatanica","","","","0","6287","boreoeutheria","dasyprocta","","0","","","","eutheria","rodentia","iucn","ruatanica","","","","euarchontoglires","dasyproctidae","rodents"
"4397","","Myoprocta acouchy","","","","0","14100","boreoeutheria","myoprocta","","0","","","","eutheria","rodentia","iucn","acouchy","","","","euarchontoglires","dasyproctidae","rodents"
"4398","","Myoprocta pratti","","","","0","136663","boreoeutheria","myoprocta","","0","","","","eutheria","rodentia","iucn","pratti","","","","euarchontoglires","dasyproctidae","rodents"
"4399","","Laonastes aenigmamus","","","","0","136474","boreoeutheria","laonastes","","0","","","","eutheria","rodentia","iucn","aenigmamus","","","","euarchontoglires","diatomyidae","rodents"
"4400","","Dinomys branickii","","","","0","6608","boreoeutheria","dinomys","","0","","","","eutheria","rodentia","iucn","branickii","","","","euarchontoglires","dinomyidae","rodents"
"4401","","Allactaga balikunica","","","","0","851","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","balikunica","","","","euarchontoglires","dipodidae","rodents"
"4402","","Allactaga bullata","","","","0","852","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","bullata","","","","euarchontoglires","dipodidae","rodents"
"4403","","Allactaga elater","","","","0","853","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","elater","","","","euarchontoglires","dipodidae","rodents"
"4404","","Allactaga euphratica","","","","0","854","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","euphratica","","","","euarchontoglires","dipodidae","rodents"
"4405","","Allactaga firouzi","","","","0","855","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","firouzi","","","","euarchontoglires","dipodidae","rodents"
"4406","","Allactaga hotsoni","","","","0","856","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","hotsoni","","","","euarchontoglires","dipodidae","rodents"
"4407","","Allactaga major","","","","0","857","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","major","","","","euarchontoglires","dipodidae","rodents"
"4408","","Allactaga severtzovi","","","","0","858","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","severtzovi","","","","euarchontoglires","dipodidae","rodents"
"4409","","Allactaga sibirica","","","","0","859","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","sibirica","","","","euarchontoglires","dipodidae","rodents"
"4410","","Allactaga tetradactyla","","","","0","850","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","tetradactyla","","","","euarchontoglires","dipodidae","rodents"
"4411","","Allactaga toussi","","","","0","100000007","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","newsp","toussi","","","","euarchontoglires","dipodidae","rodents"
"4412","","Allactaga vinogradovi","","","","0","860","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","vinogradovi","","","","euarchontoglires","dipodidae","rodents"
"4413","","Allactaga williamsi","","","","0","136326","boreoeutheria","allactaga","","0","","","","eutheria","rodentia","iucn","williamsi","","","","euarchontoglires","dipodidae","rodents"
"4414","","Allactodipus bobrinskii","","","","0","861","boreoeutheria","allactodipus","","0","","","","eutheria","rodentia","iucn","bobrinskii","","","","euarchontoglires","dipodidae","rodents"
"4415","","Cardiocranius paradoxus","","","","0","3858","boreoeutheria","cardiocranius","","0","","","","eutheria","rodentia","iucn","paradoxus","","","","euarchontoglires","dipodidae","rodents"
"4416","","Dipus sagitta","","","","0","6705","boreoeutheria","dipus","","0","","","","eutheria","rodentia","iucn","sagitta","","","","euarchontoglires","dipodidae","rodents"
"4417","","Eozapus setchuanus","","","","0","7806","boreoeutheria","eozapus","","0","","","","eutheria","rodentia","iucn","setchuanus","","","","euarchontoglires","dipodidae","rodents"
"4418","","Eremodipus lichtensteini","","","","0","7995","boreoeutheria","eremodipus","","0","","","","eutheria","rodentia","iucn","lichtensteini","","","","euarchontoglires","dipodidae","rodents"
"4419","","Euchoreutes naso","","","","0","8162","boreoeutheria","euchoreutes","","0","","","","eutheria","rodentia","iucn","naso","","","","euarchontoglires","dipodidae","rodents"
"4420","","Jaculus blanfordi","","","","0","10911","boreoeutheria","jaculus","","0","","","","eutheria","rodentia","iucn","blanfordi","","","","euarchontoglires","dipodidae","rodents"
"4421","","Jaculus jaculus","","","","0","10912","boreoeutheria","jaculus","","0","","","","eutheria","rodentia","iucn","jaculus","","","","euarchontoglires","dipodidae","rodents"
"4422","","Jaculus orientalis","","","","0","10913","boreoeutheria","jaculus","","0","","","","eutheria","rodentia","iucn","orientalis","","","","euarchontoglires","dipodidae","rodents"
"4423","","Napaeozapus insignis","","","","0","42612","boreoeutheria","napaeozapus","","0","","","","eutheria","rodentia","iucn","insignis","","","","euarchontoglires","dipodidae","rodents"
"4424","","Paradipus ctenodactylus","","","","0","16074","boreoeutheria","paradipus","","0","","","","eutheria","rodentia","iucn","ctenodactylus","","","","euarchontoglires","dipodidae","rodents"
"4425","","Pygeretmus platyurus","","","","0","18942","boreoeutheria","pygeretmus","","0","","","","eutheria","rodentia","iucn","platyurus","","","","euarchontoglires","dipodidae","rodents"
"4426","","Pygeretmus pumilio","","","","0","18943","boreoeutheria","pygeretmus","","0","","","","eutheria","rodentia","iucn","pumilio","","","","euarchontoglires","dipodidae","rodents"
"4427","","Pygeretmus zhitkovi","","","","0","18944","boreoeutheria","pygeretmus","","0","","","","eutheria","rodentia","iucn","zhitkovi","","","","euarchontoglires","dipodidae","rodents"
"4428","","Salpingotulus michaelis","","","","0","19866","boreoeutheria","salpingotulus","","0","","","","eutheria","rodentia","iucn","michaelis","","","","euarchontoglires","dipodidae","rodents"
"4429","","Salpingotus crassicauda","","","","0","19863","boreoeutheria","salpingotus","","0","","","","eutheria","rodentia","iucn","crassicauda","","","","euarchontoglires","dipodidae","rodents"
"4430","","Salpingotus heptneri","","","","0","19864","boreoeutheria","salpingotus","","0","","","","eutheria","rodentia","iucn","heptneri","","","","euarchontoglires","dipodidae","rodents"
"4431","","Salpingotus kozlovi","","","","0","19865","boreoeutheria","salpingotus","","0","","","","eutheria","rodentia","iucn","kozlovi","","","","euarchontoglires","dipodidae","rodents"
